A0P0,A0P1,A0P2,A1P0,A1P1,A1P2,A2P0,A2P1,A2P2,acc,f1_0,f1_1,f1_2,f1_all,model,prec_0,prec_1,prec_2,prec_all,rec_0,rec_1,rec_2,rec_all,rnd_ct,sup_0,sup_1,sup_2,sup_all,trtest
19,27,3,32,112,12,6,73,16,0.48999999999999999,0.35849056603773582,0.60869565217391308,0.25396825396825395,0.45549847867321203,LM,0.33333333333333331,0.52830188679245282,0.5161290322580645,0.49260228579157361,0.38775510204081631,0.71794871794871795,0.16842105263157894,0.48999999999999999,76,49,156,95,300,TE
41,43,60,6,271,46,24,64,145,0.6528571428571428,0.38139534883720932,0.77318116975748918,0.59917355371900827,0.63466555154393733,GV,0.57746478873239437,0.71693121693121697,0.57768924302788849,0.64189329467392264,0.28472222222222221,0.83900928792569662,0.62231759656652363,0.6528571428571428,76,144,323,233,700,TR
14,22,13,4,125,27,10,33,52,0.63666666666666671,0.36363636363636365,0.74404761904761907,0.55614973262032086,0.62241278329513627,GV,0.5,0.69444444444444442,0.56521739130434778,0.62176328502415446,0.2857142857142857,0.80128205128205132,0.54736842105263162,0.63666666666666671,76,49,156,95,300,TE
119,7,18,17,282,24,80,17,136,0.76714285714285713,0.66111111111111098,0.89666136724960255,0.66180048661800495,0.77003019286230967,NN,0.55092592592592593,0.92156862745098034,0.7640449438202247,0.79288924558587459,0.82638888888888884,0.87306501547987614,0.58369098712446355,0.76714285714285713,76,144,323,233,700,TR
30,12,7,10,118,28,42,19,34,0.60666666666666669,0.4580152671755725,0.77377049180327861,0.41463414634146345,0.60847062905117844,NN,0.36585365853658536,0.79194630872483218,0.49275362318840582,0.62760682544088353,0.61224489795918369,0.75641025641025639,0.35789473684210527,0.60666666666666669,76,49,156,95,300,TE
59,74,9,68,237,27,21,161,44,0.48571428571428571,0.40689655172413797,0.58955223880597007,0.28758169934640526,0.4550058824009961,LM,0.39864864864864863,0.5021186440677966,0.55000000000000004,0.4965878541980237,0.41549295774647887,0.71385542168674698,0.19469026548672566,0.48571428571428571,77,142,332,226,700,TR
21,28,2,30,111,6,4,74,24,0.52000000000000002,0.39622641509433965,0.6166666666666667,0.35820895522388052,0.49131620200882387,LM,0.38181818181818183,0.52112676056338025,0.75,0.57526120358514721,0.41176470588235292,0.75510204081632648,0.23529411764705882,0.52000000000000002,77,51,147,102,300,TE
44,40,58,7,283,42,20,64,142,0.67000000000000004,0.41314553990610331,0.78720445062586919,0.6068376068376069,0.65309120488536354,GV,0.61971830985915488,0.73126614987080107,0.58677685950413228,0.66198847429291408,0.30985915492957744,0.85240963855421692,0.62831858407079644,0.67000000000000004,77,142,332,226,700,TR
11,15,25,7,116,24,13,33,56,0.60999999999999999,0.26829268292682928,0.74598070739549838,0.54106280193236711,0.59510165537836002,GV,0.35483870967741937,0.70731707317073167,0.53333333333333333,0.58824127983215313,0.21568627450980393,0.78911564625850339,0.5490196078431373,0.60999999999999999,77,51,147,102,300,TE
105,8,29,24,261,47,76,18,132,0.71142857142857141,0.60518731988472618,0.84329563812600972,0.60829493087557607,0.71912200808478077,NN,0.51219512195121952,0.90940766550522645,0.63461538461538458,0.74011161312555029,0.73943661971830987,0.78614457831325302,0.58407079646017701,0.71142857142857141,77,142,332,226,700,TR
21,6,24,16,95,36,35,22,45,0.53666666666666663,0.34146341463414637,0.70370370370370361,0.43478260869565216,0.55068968225914139,NN,0.29166666666666669,0.77235772357723576,0.42857142857142855,0.5737529036004646,0.41176470588235292,0.6462585034013606,0.44117647058823528,0.53666666666666663,77,51,147,102,300,TE
58,74,8,69,242,23,20,161,45,0.49285714285714288,0.40418118466898956,0.59679408138101109,0.29801324503311255,0.4618079748748567,LM,0.39455782312925169,0.5073375262054507,0.59210526315789469,0.51214945494914288,0.41428571428571431,0.72455089820359286,0.19911504424778761,0.49285714285714294,78,140,334,226,700,TR
22,28,3,29,106,10,5,74,23,0.5033333333333333,0.40366972477064222,0.60056657223796028,0.33333333333333331,0.47492216129116099,LM,0.39285714285714285,0.50961538461538458,0.63888888888888884,0.53294108669108664,0.41509433962264153,0.73103448275862071,0.22549019607843138,0.5033333333333333,78,53,145,102,300,TE
62,32,46,16,262,56,36,60,130,0.64857142857142858,0.48818897637795278,0.7616279069767441,0.56768558951965065,0.64432445836369567,GV,0.54385964912280704,0.74011299435028244,0.56034482758620685,0.64282288860667147,0.44285714285714284,0.78443113772455086,0.5752212389380531,0.64857142857142858,78,140,334,226,700,TR
20,11,22,9,109,27,22,24,56,0.6166666666666667,0.38461538461538458,0.75432525951557095,0.54106280193236711,0.6165006127049153,GV,0.39215686274509803,0.75694444444444442,0.53333333333333333,0.61647086056644884,0.37735849056603776,0.75172413793103443,0.5490196078431373,0.6166666666666667,78,53,145,102,300,TE
18,5,117,0,290,44,3,10,213,0.74428571428571433,0.22360248447204967,0.90766823161189369,0.70999999999999985,0.70703648169208488,NN,0.8571428571428571,0.95081967213114749,0.56951871657754005,0.80897857205475332,0.12857142857142856,0.86826347305389218,0.94247787610619471,0.74428571428571433,78,140,334,226,700,TR
3,8,42,2,104,39,6,19,77,0.61333333333333329,0.09375,0.75362318840579701,0.59230769230769231,0.58219832311408393,NN,0.27272727272727271,0.79389312977099236,0.48734177215189872,0.59759303343611003,0.056603773584905662,0.71724137931034482,0.75490196078431371,0.61333333333333329,78,53,145,102,300,TE
55,79,8,68,245,26,16,158,45,0.49285714285714288,0.3914590747330961,0.59683313032886731,0.3020134228187919,0.46293508484414442,LM,0.39568345323741005,0.50829875518672196,0.569620253164557,0.50463880544435569,0.38732394366197181,0.72271386430678464,0.20547945205479451,0.49285714285714288,79,142,339,219,700,TR
25,23,3,30,103,7,9,77,23,0.5033333333333333,0.43478260869565211,0.60058309037900881,0.323943661971831,0.47188468283823021,LM,0.390625,0.5073891625615764,0.69696969696969702,0.55642018242772551,0.49019607843137253,0.73571428571428577,0.21100917431192662,0.5033333333333333,79,51,140,109,300,TE
61,33,48,10,289,40,39,48,132,0.68857142857142861,0.48412698412698413,0.81523272214386455,0.601366742596811,0.68115605883071928,GV,0.55454545454545456,0.7810810810810811,0.59999999999999998,0.67847420147420145,0.42957746478873238,0.85250737463126847,0.60273972602739723,0.68857142857142861,79,142,339,219,700,TR
22,12,17,11,99,30,26,33,50,0.56999999999999995,0.40000000000000002,0.69718309859154926,0.4854368932038835,0.5697275172068007,GV,0.3728813559322034,0.6875,0.51546391752577314,0.57150838720950536,0.43137254901960786,0.70714285714285718,0.45871559633027525,0.56999999999999995,79,51,140,109,300,TE
0,10,132,0,307,32,0,18,201,0.72571428571428576,0.0,0.91097922848664692,0.68835616438356162,0.65653136922424749,NN,0.0,0.91641791044776122,0.55068493150684927,0.61609381663113005,0.0,0.9056047197640118,0.9178082191780822,0.72571428571428576,79,142,339,219,700,TR
0,8,43,0,101,39,0,29,80,0.60333333333333339,0.0,0.72661870503597126,0.59040590405904059,0.55360287415823806,NN,0.0,0.73188405797101452,0.49382716049382713,0.52096976203256395,0.0,0.72142857142857142,0.73394495412844041,0.60333333333333339,79,51,140,109,300,TE
51,72,5,67,248,23,18,168,48,0.49571428571428572,0.38636363636363635,0.60048426150121059,0.30967741935483872,0.46411820281569555,LM,0.375,0.50819672131147542,0.63157894736842102,0.52508566498212739,0.3984375,0.73372781065088755,0.20512820512820512,0.49571428571428572,80,128,338,234,700,TR
29,30,6,31,100,10,7,67,20,0.49666666666666665,0.43939393939393939,0.59171597633136097,0.30769230769230771,0.46971878548801632,LM,0.43283582089552236,0.50761421319796951,0.55555555555555558,0.50643384880448294,0.44615384615384618,0.70921985815602839,0.21276595744680851,0.49666666666666665,80,65,141,94,300,TE
46,31,51,8,276,54,27,69,138,0.65714285714285714,0.44019138755980863,0.77310924369747902,0.57861635220125784,0.64721664056071115,GV,0.5679012345679012,0.73404255319148937,0.5679012345679012,0.64812375698900526,0.359375,0.81656804733727806,0.58974358974358976,0.65714285714285714,80,128,338,234,700,TR
14,21,30,6,118,17,23,23,48,0.59999999999999998,0.2592592592592593,0.77887788778877898,0.50793650793650791,0.58139888592033806,GV,0.32558139534883723,0.72839506172839508,0.50526315789473686,0.5712041041449446,0.2153846153846154,0.83687943262411346,0.51063829787234039,0.59999999999999998,80,65,141,94,300,TE
102,4,22,22,238,78,46,5,183,0.74714285714285711,0.68456375838926165,0.81367521367521367,0.70793036750483562,0.754717270417399,NN,0.59999999999999998,0.96356275303643724,0.64664310954063609,0.79114099736974952,0.796875,0.70414201183431957,0.78205128205128205,0.74714285714285711,80,128,338,234,700,TR
40,5,20,14,94,33,38,5,51,0.6166666666666667,0.50955414012738853,0.76734693877551019,0.51515151515151514,0.63247059966623209,NN,0.43478260869565216,0.90384615384615385,0.49038461538461536,0.67266443701226308,0.61538461538461542,0.66666666666666663,0.54255319148936165,0.6166666666666667,80,65,141,94,300,TE
52,73,10,73,229,21,22,167,53,0.47714285714285715,0.36879432624113473,0.57828282828282829,0.32515337423312879,0.45037100591760559,LM,0.35374149659863946,0.48827292110874199,0.63095238095238093,0.51165390249916587,0.38518518518518519,0.70897832817337458,0.21900826446280991,0.47714285714285715,81,135,323,242,700,TR
28,29,1,25,119,12,3,68,15,0.54000000000000004,0.49122807017543857,0.63978494623655913,0.26315789473684215,0.50309752876815683,LM,0.5,0.55092592592592593,0.5357142857142857,0.53671957671957671,0.48275862068965519,0.76282051282051277,0.1744186046511628,0.54000000000000004,81,58,156,86,300,TE
44,41,50,10,270,43,31,70,141,0.65000000000000002,0.40000000000000008,0.76704545454545447,0.59243697478991597,0.63589347102477356,GV,0.51764705882352946,0.70866141732283461,0.60256410256410253,0.6351435765099499,0.32592592592592595,0.83591331269349844,0.5826446280991735,0.65000000000000002,81,135,323,242,700,TR
13,19,26,6,123,27,11,26,49,0.6166666666666667,0.29545454545454547,0.75925925925925919,0.52127659574468088,0.60136865104950199,GV,0.43333333333333335,0.7321428571428571,0.48039215686274511,0.60220448179271713,0.22413793103448276,0.78846153846153844,0.56976744186046513,0.6166666666666667,81,58,156,86,300,TE
18,5,112,0,279,44,6,18,218,0.73571428571428577,0.22641509433962267,0.89280000000000004,0.70779220779220775,0.70032307431651908,NN,0.75,0.92384105960264906,0.58288770053475936,0.77244212254438205,0.13333333333333333,0.86377708978328172,0.90082644628099173,0.73571428571428577,81,135,323,242,700,TR
3,12,43,0,116,40,4,15,67,0.62,0.092307692307692299,0.7759197324414715,0.56779661016949146,0.58409277629763989,NN,0.42857142857142855,0.81118881118881114,0.44666666666666666,0.63271976911976902,0.051724137931034482,0.74358974358974361,0.77906976744186052,0.62,81,58,156,86,300,TE
56,72,5,69,238,21,20,166,53,0.49571428571428572,0.40287769784172661,0.59203980099502485,0.33333333333333337,0.46776922172283492,LM,0.38620689655172413,0.5,0.67088607594936711,0.53672469913325438,0.42105263157894735,0.72560975609756095,0.22175732217573221,0.49571428571428572,82,133,328,239,700,TR
24,30,6,29,110,12,5,69,15,0.49666666666666665,0.40677966101694912,0.61111111111111105,0.24590163934426229,0.46189934446811348,LM,0.41379310344827586,0.52631578947368418,0.45454545454545453,0.48251938623989438,0.40000000000000002,0.72847682119205293,0.16853932584269662,0.49666666666666665,82,60,151,89,300,TE
37,33,63,9,274,45,28,62,149,0.65714285714285714,0.35748792270531399,0.78622668579626975,0.60080645161290325,0.64145855513781014,GV,0.5,0.74254742547425479,0.57976653696498059,0.64088536841455124,0.2781954887218045,0.83536585365853655,0.62343096234309625,0.65714285714285714,82,133,328,239,700,TR
13,19,28,7,118,26,14,29,46,0.58999999999999997,0.27659574468085107,0.74447949526813884,0.4867724867724868,0.57444966596363778,GV,0.38235294117647056,0.71084337349397586,0.46000000000000002,0.57072841956059528,0.21666666666666667,0.7814569536423841,0.5168539325842697,0.58999999999999997,82,60,151,89,300,TE
40,15,78,2,305,21,18,35,186,0.75857142857142856,0.41450777202072536,0.89311859443631036,0.70992366412213748,0.7396345548272244,NN,0.66666666666666663,0.85915492957746475,0.65263157894736845,0.75206918705213732,0.3007518796992481,0.92987804878048785,0.77824267782426781,0.75857142857142856,82,133,328,239,700,TR
8,13,39,0,122,29,6,29,54,0.61333333333333329,0.21621621621621623,0.77460317460317474,0.51184834123222755,0.58497518235906876,NN,0.5714285714285714,0.74390243902439024,0.44262295081967212,0.6200280840044935,0.13333333333333333,0.80794701986754969,0.6067415730337079,0.61333333333333329,82,60,151,89,300,TE
65,76,9,71,241,20,18,154,46,0.50285714285714289,0.42763157894736842,0.60024906600249073,0.31399317406143346,0.47411134100046376,LM,0.42207792207792205,0.51167728237791932,0.61333333333333329,0.52413601818260591,0.43333333333333335,0.72590361445783136,0.21100917431192662,0.50285714285714289,83,150,332,218,700,TR
15,26,2,27,107,13,7,81,22,0.47999999999999998,0.32608695652173914,0.59279778393351801,0.29931972789115646,0.44696061145563043,LM,0.30612244897959184,0.5,0.59459459459459463,0.50689556903842614,0.34883720930232559,0.72789115646258506,0.20000000000000001,0.47999999999999998,83,43,147,110,300,TE
58,45,47,19,278,35,32,69,117,0.64714285714285713,0.44787644787644787,0.7679558011049723,0.5611510791366906,0.63496246914302368,GV,0.5321100917431193,0.70918367346938771,0.5879396984924623,0.63348049660665906,0.38666666666666666,0.83734939759036142,0.53669724770642202,0.64714285714285713,83,150,332,218,700,TR
13,12,18,4,123,20,22,39,49,0.6166666666666667,0.31707317073170727,0.76635514018691586,0.49746192893401014,0.60336388043893707,GV,0.33333333333333331,0.7068965517241379,0.56321839080459768,0.60067049808429107,0.30232558139534882,0.83673469387755106,0.44545454545454544,0.6166666666666667,83,43,147,110,300,TE
16,19,115,1,310,21,3,47,168,0.70571428571428574,0.18823529411764706,0.87570621468926568,0.64367816091954033,0.65613085210706146,NN,0.80000000000000004,0.82446808510638303,0.55263157894736847,0.73456726923692206,0.10666666666666667,0.9337349397590361,0.77064220183486243,0.70571428571428574,83,150,332,218,700,TR
1,8,34,0,124,23,2,38,70,0.65000000000000002,0.043478260869565223,0.78233438485804407,0.59071729957805907,0.60617207581703425,NN,0.33333333333333331,0.72941176470588232,0.55118110236220474,0.60728928001646842,0.023255813953488372,0.84353741496598644,0.63636363636363635,0.65000000000000002,83,43,147,110,300,TE
52,76,8,73,241,24,14,166,46,0.48428571428571426,0.37818181818181823,0.58708891595615098,0.30263157894736842,0.45466216815430227,LM,0.37410071942446044,0.49896480331262938,0.58974358974358976,0.50401407520492381,0.38235294117647056,0.71301775147928992,0.20353982300884957,0.48428571428571426,84,136,338,226,700,TR
28,26,3,25,107,9,11,69,22,0.52333333333333332,0.46280991735537191,0.62390670553935867,0.3235294117647059,0.49117003590101926,LM,0.4375,0.52970297029702973,0.6470588235294118,0.55208539603960394,0.49122807017543857,0.75886524822695034,0.21568627450980393,0.52333333333333332,84,57,141,102,300,TE
42,40,54,8,277,53,27,63,136,0.65000000000000002,0.39436619718309862,0.77158774373259065,0.57995735607675902,0.63642974667409236,GV,0.54545454545454541,0.72894736842105268,0.55967078189300412,0.638645179165647,0.30882352941176472,0.81952662721893488,0.60176991150442483,0.65000000000000002,84,136,338,226,700,TR
23,14,20,8,112,21,23,31,48,0.60999999999999999,0.4144144144144144,0.75167785234899331,0.50261780104712039,0.60291738169878661,GV,0.42592592592592593,0.7133757961783439,0.5393258426966292,0.59958333664660146,0.40350877192982454,0.79432624113475181,0.47058823529411764,0.60999999999999999,84,57,141,102,300,TE
47,19,70,9,322,7,12,33,181,0.7857142857142857,0.46078431372549022,0.90449438202247179,0.74793388429752072,0.7677411794878598,NN,0.69117647058823528,0.86096256684491979,0.70155038759689925,0.77650819312926012,0.34558823529411764,0.9526627218934911,0.80088495575221241,0.7857142857142857,84,136,338,226,700,TR
8,22,27,3,123,15,11,40,51,0.60666666666666669,0.20253164556962025,0.75460122699386512,0.52307692307692311,0.57098974319149842,NN,0.36363636363636365,0.66486486486486485,0.54838709677419351,0.56802900848062132,0.14035087719298245,0.87234042553191493,0.5,0.60666666666666669,84,57,141,102,300,TE
61,70,9,58,252,21,17,165,47,0.51428571428571423,0.4420289855072464,0.61613691931540349,0.30718954248366015,0.48024540499024454,LM,0.4485294117647059,0.51745379876796715,0.61038961038961037,0.53407220831210955,0.43571428571428572,0.76132930513595165,0.20524017467248909,0.51428571428571423,85,140,331,229,700,TR
19,32,2,40,96,12,8,70,21,0.45333333333333331,0.31666666666666665,0.55491329479768792,0.31343283582089548,0.43313450569886602,LM,0.28358208955223879,0.48484848484848486,0.59999999999999998,0.48729142167948142,0.35849056603773582,0.64864864864864868,0.21212121212121213,0.45333333333333331,85,53,148,99,300,TE
55,43,42,9,290,32,31,77,121,0.6657142857142857,0.46808510638297873,0.78272604588394068,0.57075471698113212,0.65045295181411522,GV,0.57894736842105265,0.70731707317073167,0.62051282051282053,0.65324574099413635,0.39285714285714285,0.8761329305135952,0.52838427947598254,0.6657142857142857,85,140,331,229,700,TR
13,21,19,6,122,20,19,36,44,0.59666666666666668,0.2857142857142857,0.74617737003058104,0.48351648351648352,0.57815079925171664,GV,0.34210526315789475,0.68156424581005581,0.53012048192771088,0.57161671679366688,0.24528301886792453,0.82432432432432434,0.44444444444444442,0.59666666666666668,85,53,148,99,300,TE
6,34,100,0,308,23,1,102,126,0.62857142857142856,0.081632653061224483,0.79483870967741943,0.5271966527196652,0.56464031114942936,NN,0.8571428571428571,0.69369369369369371,0.50602409638554213,0.66498875812128821,0.042857142857142858,0.93051359516616317,0.55021834061135366,0.62857142857142856,85,140,331,229,700,TR
1,27,25,0,135,13,1,49,49,0.6166666666666667,0.036363636363636362,0.75208913649025066,0.5268817204301075,0.55132585083470154,NN,0.5,0.6398104265402843,0.56321839080459768,0.58983521272539086,0.018867924528301886,0.91216216216216217,0.49494949494949497,0.6166666666666667,85,53,148,99,300,TE
60,71,8,75,240,23,20,159,44,0.49142857142857144,0.40816326530612246,0.59405940594059403,0.29530201342281881,0.46197017439822918,LM,0.38709677419354838,0.51063829787234039,0.58666666666666667,0.51032694708631565,0.43165467625899279,0.7100591715976331,0.19730941704035873,0.49142857142857144,86,139,338,223,700,TR
20,31,3,23,108,10,5,76,24,0.50666666666666671,0.39215686274509803,0.6067415730337079,0.3380281690140845,0.47406663377488995,LM,0.41666666666666669,0.50232558139534889,0.64864864864864868,0.53812005028284104,0.37037037037037035,0.76595744680851063,0.22857142857142856,0.50666666666666671,86,54,141,105,300,TE
48,39,52,8,285,45,29,64,130,0.66142857142857148,0.42857142857142855,0.78512396694214881,0.57777777777777783,0.64826824834617047,GV,0.56470588235294117,0.73453608247422686,0.57268722466960353,0.64925223517809871,0.34532374100719426,0.84319526627218933,0.5829596412556054,0.66142857142857148,86,139,338,223,700,TR
18,14,22,7,108,26,17,36,52,0.59333333333333338,0.375,0.72240802675585281,0.50731707317073171,0.58459274818500695,GV,0.42857142857142855,0.68354430379746833,0.52000000000000002,0.5804086799276672,0.33333333333333331,0.76595744680851063,0.49523809523809526,0.59333333333333338,86,54,141,105,300,TE
26,9,104,0,313,25,2,13,208,0.78142857142857147,0.31137724550898205,0.93016344725111433,0.74285714285714288,0.74761975021966853,NN,0.9285714285714286,0.93432835820895521,0.6172106824925816,0.8321605654884302,0.18705035971223022,0.92603550295857984,0.93273542600896864,0.78142857142857147,86,139,338,223,700,TR
6,6,42,1,98,42,6,19,80,0.61333333333333329,0.17910447761194032,0.74242424242424243,0.59479553903345717,0.5893566385712532,NN,0.46153846153846156,0.7967479674796748,0.48780487804878048,0.62828017510944345,0.1111111111111111,0.69503546099290781,0.76190476190476186,0.61333333333333329,86,54,141,105,300,TE
65,68,9,66,236,24,17,169,46,0.49571428571428572,0.44827586206896552,0.59073842302878599,0.29581993569131831,0.46409446200223314,LM,0.4391891891891892,0.4989429175475687,0.58227848101265822,0.51444123368615569,0.45774647887323944,0.7239263803680982,0.19827586206896552,0.49571428571428572,87,142,326,232,700,TR
15,34,2,32,112,9,8,66,22,0.49666666666666665,0.28301886792452829,0.61369863013698633,0.34108527131782945,0.47024679573873829,LM,0.27272727272727271,0.52830188679245282,0.66666666666666663,0.5291309319611206,0.29411764705882354,0.73202614379084963,0.22916666666666666,0.49666666666666665,87,51,153,96,300,TE
43,32,67,10,270,46,22,52,158,0.67285714285714282,0.39631336405529954,0.79411764705882348,0.62823061630218691,0.65844050517019481,GV,0.57333333333333336,0.76271186440677963,0.58302583025830257,0.66474199107124243,0.30281690140845069,0.82822085889570551,0.68103448275862066,0.67285714285714282,87,142,326,232,700,TR
9,17,25,7,115,31,6,37,53,0.58999999999999997,0.24657534246575347,0.71428571428571419,0.51707317073170733,0.57166693713903871,GV,0.40909090909090912,0.68047337278106512,0.48623853211009177,0.57218320493902719,0.17647058823529413,0.75163398692810457,0.55208333333333337,0.58999999999999997,87,51,153,96,300,TE
16,10,116,1,303,22,1,37,194,0.73285714285714287,0.20000000000000001,0.89644970414201186,0.68794326241134751,0.68606491489961208,NN,0.88888888888888884,0.86571428571428577,0.58433734939759041,0.77715906346474328,0.11267605633802817,0.92944785276073616,0.83620689655172409,0.73285714285714287,87,142,326,232,700,TR
3,13,35,0,116,37,7,37,52,0.56999999999999995,0.098360655737704916,0.72727272727272729,0.47272727272727277,0.53890312965722809,NN,0.29999999999999999,0.6987951807228916,0.41935483870967744,0.54157909055577147,0.058823529411764705,0.75816993464052285,0.54166666666666663,0.56999999999999995,87,51,153,96,300,TE
55,78,7,64,243,27,20,161,45,0.48999999999999999,0.39426523297491045,0.59558823529411764,0.29508196721311475,0.458303039706981,LM,0.39568345323741005,0.50414937759336098,0.569620253164557,0.50359393254944262,0.39285714285714285,0.72754491017964074,0.19911504424778761,0.48999999999999999,88,140,334,226,700,TR
25,24,4,34,105,6,5,74,23,0.51000000000000001,0.42735042735042733,0.60344827586206906,0.34074074074074079,0.48301709401709408,LM,0.390625,0.51724137931034486,0.69696969696969702,0.55598011363636368,0.47169811320754718,0.72413793103448276,0.22549019607843138,0.51000000000000001,88,53,145,102,300,TE
50,36,54,13,282,39,32,61,133,0.66428571428571426,0.42553191489361702,0.79102384291725114,0.58849557522123896,0.65253775945638326,GV,0.52631578947368418,0.74406332453825863,0.58849557522123896,0.65028765846013459,0.35714285714285715,0.84431137724550898,0.58849557522123896,0.66428571428571426,88,140,334,226,700,TR
20,14,19,10,111,24,23,33,46,0.58999999999999997,0.37735849056603771,0.73267326732673255,0.48167539267015708,0.58456171271577417,GV,0.37735849056603776,0.70253164556962022,0.5168539325842697,0.58195396577063485,0.37735849056603776,0.76551724137931032,0.45098039215686275,0.58999999999999997,88,53,145,102,300,TE
112,9,19,14,282,38,125,11,90,0.69142857142857139,0.57289002557544755,0.88679245283018859,0.482573726541555,0.69350706432033871,NN,0.44621513944223107,0.93377483443708609,0.61224489795918369,0.73245465880382088,0.80000000000000004,0.84431137724550898,0.39823008849557523,0.69142857142857139,88,140,334,226,700,TR
36,7,10,23,85,37,52,21,29,0.5,0.43902439024390238,0.65891472868217049,0.3258426966292135,0.50682294466007105,NN,0.32432432432432434,0.75221238938053092,0.38157894736842107,0.55060346093648382,0.67924528301886788,0.58620689655172409,0.28431372549019607,0.5,88,53,145,102,300,TE
58,73,8,60,240,25,16,173,47,0.49285714285714288,0.4249084249084249,0.59186189889025898,0.29746835443037972,0.45945702835310692,LM,0.43283582089552236,0.49382716049382713,0.58750000000000002,0.51329715180710211,0.41726618705035973,0.7384615384615385,0.19915254237288135,0.49285714285714288,89,139,325,236,700,TR
22,29,3,38,108,8,9,62,21,0.5033333333333333,0.35772357723577242,0.61189801699716706,0.33870967741935476,0.48236886036958687,LM,0.3188405797101449,0.542713567839196,0.65625,0.53723426917194672,0.40740740740740738,0.70129870129870131,0.22826086956521738,0.5033333333333333,89,54,154,92,300,TE
43,39,57,6,270,49,32,59,145,0.65428571428571425,0.39090909090909093,0.77922077922077926,0.59548254620123209,0.64016713969515371,GV,0.53086419753086422,0.73369565217391308,0.57768924302788849,0.64082267395413361,0.30935251798561153,0.83076923076923082,0.61440677966101698,0.65428571428571425,89,139,325,236,700,TR
14,19,21,4,123,27,10,27,55,0.64000000000000001,0.34146341463414631,0.76160990712074306,0.5641025641025641,0.62541461994758074,GV,0.5,0.72781065088757402,0.53398058252427183,0.62736351276306468,0.25925925925925924,0.79870129870129869,0.59782608695652173,0.64000000000000001,89,54,154,92,300,TE
83,8,48,7,302,16,69,33,134,0.74142857142857144,0.55704697986577179,0.90419161676646698,0.61751152073732729,0.73860646363493332,NN,0.5220125786163522,0.88046647230320696,0.6767676767676768,0.74061217663340995,0.59712230215827333,0.92923076923076919,0.56779661016949157,0.74142857142857144,89,139,325,236,700,TR
22,11,21,9,119,26,21,25,46,0.62333333333333329,0.41509433962264147,0.77022653721682843,0.49729729729729732,0.62260444140788529,NN,0.42307692307692307,0.76774193548387093,0.4946236559139785,0.62194596084918663,0.40740740740740738,0.77272727272727271,0.5,0.62333333333333329,89,54,154,92,300,TE
57,62,10,79,250,15,18,164,45,0.50285714285714289,0.40282685512367489,0.6097560975609756,0.30303030303030304,0.47215520094258351,LM,0.37012987012987014,0.52521008403361347,0.6428571428571429,0.53478227654698252,0.44186046511627908,0.72674418604651159,0.19823788546255505,0.50285714285714289,90,129,344,227,700,TR
23,40,1,19,98,18,7,71,23,0.47999999999999998,0.40707964601769908,0.56976744186046524,0.32167832167832172,0.45153737495268681,LM,0.46938775510204084,0.46889952153110048,0.54761904761904767,0.49550591847584335,0.359375,0.72592592592592597,0.22772277227722773,0.47999999999999998,90,64,135,101,300,TE
43,37,49,11,279,54,22,55,150,0.67428571428571427,0.41951219512195115,0.78041958041958037,0.625,0.66350915547866762,GV,0.56578947368421051,0.75202156334231807,0.59288537549407117,0.6660960573316782,0.33333333333333331,0.81104651162790697,0.66079295154185025,0.67428571428571427,90,129,344,227,700,TR
19,19,26,7,106,22,15,31,55,0.59999999999999998,0.3619047619047619,0.72852233676975953,0.53921568627450978,0.5865773484651593,GV,0.46341463414634149,0.67948717948717952,0.53398058252427183,0.58440448217028851,0.296875,0.78518518518518521,0.54455445544554459,0.59999999999999998,90,64,135,101,300,TE
0,13,116,0,254,90,0,20,207,0.65857142857142859,0.0,0.80507131537242471,0.64687500000000009,0.60540736784016302,NN,0.0,0.8850174216027874,0.50121065375302665,0.59745830204756556,0.0,0.73837209302325579,0.91189427312775329,0.65857142857142859,90,129,344,227,700,TR
0,9,55,0,95,40,0,22,79,0.57999999999999996,0.0,0.72796934865900387,0.57454545454545447,0.52101650992685478,NN,0.0,0.75396825396825395,0.45402298850574713,0.49214012041598248,0.0,0.70370370370370372,0.78217821782178221,0.57999999999999996,90,64,135,101,300,TE
55,69,6,76,244,21,15,156,58,0.51000000000000001,0.39855072463768115,0.60246913580246919,0.36942675159235672,0.48836042232312893,LM,0.37671232876712329,0.52025586353944564,0.68235294117647061,0.54662667962298395,0.42307692307692307,0.71554252199413493,0.25327510917030566,0.51000000000000001,91,130,341,229,700,TR
25,33,5,22,104,12,10,79,10,0.46333333333333332,0.41666666666666669,0.58757062146892658,0.15873015873015872,0.41016343825665857,LM,0.43859649122807015,0.48148148148148145,0.37037037037037035,0.43580896686159842,0.3968253968253968,0.75362318840579712,0.10101010101010101,0.46333333333333332,91,63,138,99,300,TE
39,42,49,11,293,37,26,60,143,0.6785714285714286,0.37864077669902918,0.79619565217391308,0.62445414847161573,0.66246574051739737,GV,0.51315789473684215,0.74177215189873413,0.62445414847161573,0.66093547159036836,0.29999999999999999,0.85923753665689151,0.62445414847161573,0.6785714285714286,91,130,341,229,700,TR
12,24,27,5,119,14,8,45,46,0.58999999999999997,0.27272727272727271,0.73006134969325143,0.4946236559139785,0.55632675458323588,GV,0.47999999999999998,0.63297872340425532,0.52873563218390807,0.56645297138664708,0.19047619047619047,0.8623188405797102,0.46464646464646464,0.58999999999999997,91,63,138,99,300,TE
